Sexo;Categoria;Deporte;F.Nacimiento;Nombre_Equipo;Temporada;Municipio;C.P.;Competicion;Instalacion;Distrito
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;30/07/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;20/10/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;04/12/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;26/06/2011;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;15/11/2010;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;24/06/2010;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;01/02/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;14/05/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;14/05/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;14/10/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;19/04/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;15/12/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;25/12/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;16/04/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
MASCULINO;ALEVIN                                            ;ATLETISMO                                         ;14/03/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
